,time,radio,reward,power
32,32,2.7375032756751523,1.0,24
33,33,2.5483377033934835,1.0,27
34,34,2.8344574149091573,1.0,23
35,35,3.3832209142221914,1.0,27
36,36,3.3608619534699926,1.0,30
37,37,3.343537878032666,1.0,32
38,38,3.2488027609454515,1.0,34
39,39,3.6777528760697216,1.0,20
40,40,3.6272905975295497,1.0,34
41,41,3.672294425038606,1.0,24
42,42,3.297041040283,1.0,25
43,43,3.197571897720569,1.0,32
44,44,2.9586183954365444,0.0,16
45,45,3.088052656740618,1.0,31
46,46,3.3749823980044584,1.0,21
47,47,3.5886668219740248,1.0,45
48,48,3.3863551779787913,1.0,29
49,49,3.2697005880936887,0.0,24
0,0,0.5158683544343514,1.0,11
1,1,1.087195309703992,1.0,11
2,2,1.108961979760162,1.0,11
3,3,1.2318028169104085,1.0,29
4,4,1.7307102018000462,0.0,24
5,5,1.710342710217072,1.0,35
6,6,2.225930326712495,0.0,29
7,7,2.4686430810864,1.0,37
8,8,2.4396843281501885,1.0,33
9,9,2.415518718558169,1.0,42
10,10,2.5271853870340504,1.0,36
11,11,2.4651758456011446,1.0,35
12,12,2.550045420943661,1.0,30
13,13,2.517263278898974,0.0,15
14,14,2.7496214461745594,1.0,36
15,15,2.8138283276505174,1.0,33
16,16,2.7135569270365445,1.0,34
17,17,2.760501148425378,1.0,30
18,18,2.6610646879894286,1.0,36
19,19,2.642186671800505,1.0,35
20,20,2.6398491307631096,1.0,31
21,21,2.582326500035577,1.0,31
22,22,2.9990405942392653,0.0,33
23,23,2.9195016650198857,1.0,31
24,24,2.759563443021501,1.0,29
25,25,2.712488311625005,1.0,29
26,26,3.0187283195404477,0.0,23
27,27,3.0341688912593288,0.0,24
28,28,2.9356031239645755,1.0,34
29,29,2.943956078619518,1.0,35
30,30,2.8663888484282745,1.0,31
31,31,3.0934289310407967,1.0,32
32,32,2.5558426396569183,1.0,29
33,33,2.4852271574057867,1.0,32
34,34,2.6834234108179764,1.0,23
35,35,2.4869955525235126,1.0,23
36,36,2.9404440655807136,1.0,12
37,37,3.001683848973839,1.0,17
38,38,3.0438426902438627,1.0,17
39,39,2.817524620988834,1.0,19
40,40,3.1007871220470022,1.0,14
41,41,2.502366738432525,1.0,11
42,42,2.7405849884338913,1.0,15
43,43,2.8041257739304286,1.0,11
44,44,2.906325038040973,1.0,11
45,45,3.014276575355812,1.0,11
46,46,2.9150672375229436,1.0,13
47,47,3.0049479196758333,1.0,11
48,48,3.127948430657844,1.0,11
49,49,2.941619221337707,1.0,12
0,0,0.465641821006116,1.0,11
1,1,0.8985107376679914,0.0,12
2,2,1.0646820158143153,1.0,19
3,3,1.6959441141583622,1.0,12
4,4,1.7025002085111656,0.0,13
5,5,2.066893047755446,1.0,14
6,6,1.9730751311378492,1.0,42
7,7,2.3773861101505664,1.0,22
8,8,2.3600787737303586,0.0,18
9,9,2.3649645604519884,1.0,12
10,10,2.3100929054430703,1.0,11
11,11,2.304749821258572,1.0,11
12,12,2.2935892454178206,0.0,10
13,13,2.8112869710849377,1.0,22
14,14,2.768605577012412,1.0,17
15,15,2.6282234855969193,1.0,11
16,16,2.5703746660857676,1.0,31
17,17,2.6641064305033635,1.0,20
18,18,2.7315584435253832,1.0,21
19,19,2.633596863240279,1.0,21
20,20,2.943170387238062,0.0,16
21,21,2.8144667148581926,1.0,14
22,22,2.9583559573124854,1.0,13
23,23,2.9377475355852396,1.0,16
24,24,2.7276295216966204,1.0,15
25,25,2.6356456292804267,1.0,15
26,26,2.7762418866572314,1.0,11
27,27,2.6683519919594225,1.0,14
28,28,2.639892890551022,1.0,11
29,29,2.6713838029178723,1.0,12
30,30,2.7902515393786924,1.0,11
31,31,2.6329467962826243,1.0,15
32,32,2.581154777561999,1.0,21
33,33,2.675940795731917,1.0,31
34,34,2.8283958953400825,1.0,32
35,35,2.7224987126015225,1.0,28
36,36,2.6031659963284195,0.0,20
37,37,2.923916783182729,1.0,20
38,38,3.284498781853002,1.0,15
39,39,3.2313771994280356,1.0,17
40,40,3.2450802778627734,1.0,28
41,41,2.697023028708153,1.0,23
42,42,2.8148917233782633,1.0,23
43,43,2.8106218060263477,1.0,21
44,44,2.942882542607598,1.0,29
45,45,2.8693970484582114,1.0,27
46,46,2.8378049741290563,1.0,22
47,47,2.9603863973545725,1.0,28
48,48,3.3505899690205294,1.0,21
49,49,3.2978868997672333,0.0,14
0,0,0.46541511149045145,1.0,11
1,1,0.9005851502050415,1.0,11
2,2,1.0166755996743169,1.0,12
3,3,1.199105664752395,1.0,11
4,4,1.6299402014188036,0.0,17
5,5,1.88018988465758,1.0,25
6,6,1.6880753091284326,1.0,41
7,7,1.6901608609172025,1.0,40
8,8,1.7814456798405924,1.0,15
9,9,1.7755036931795247,1.0,20
10,10,1.884577075038247,1.0,26
11,11,2.306639419160711,1.0,25
12,12,2.0383461853205493,1.0,21
13,13,2.2647040375695933,1.0,14
14,14,2.4290920691550566,1.0,17
15,15,2.6093974123560533,1.0,29
16,16,2.4811146229708436,1.0,27
17,17,2.234590428849665,1.0,23
18,18,2.4064016205457843,1.0,21
19,19,2.6740659174649584,1.0,29
20,20,2.5228949426650966,1.0,27
21,21,2.561581275148354,1.0,22
22,22,2.6483089825402897,1.0,30
23,23,2.8680302095110384,1.0,28
24,24,3.0452711050072088,1.0,32
25,25,3.1411901514806337,1.0,23
26,26,2.842510722942741,0.0,33
27,27,2.7910451650430455,1.0,34
28,28,2.5467871132992794,1.0,28
29,29,2.7190728471263217,0.0,23
30,30,2.85271918647115,1.0,28
31,31,2.8430269049514494,1.0,26
32,32,2.748558497867756,0.0,19
